bioguide,thomas,lis,govtrack,opensecrets,votesmart,fec,cspan,wikipedia,house_history,ballotpedia,maplight,icpsr,wikidata,google_entity_id,pictorial,first_name,middle_name,last_name,nickname,suffix,official_full_name,birthday,gender,term_type,term_start,term_end,state,district,senate_class,party,caucus,state_rank,url,address,phone,fax,contact_form,office,rss_url,how_appointed
W000802,01823,S316,412247,N00027533,2572,S6RI00221,92235,Sheldon Whitehouse,,Sheldon Whitehouse,728,40704,Q652066,kg:/m/07qw94,13372,Sheldon,,Whitehouse,,,Sheldon Whitehouse,1955-10-20,M,sen,2013-01-03,2019-01-03,RI,,1,Democrat,,junior,https://www.whitehouse.senate.gov,530 Hart Senate Office Building Washington DC 20510,202-224-2921,202-228-6362,https://www.whitehouse.senate.gov/contact/email-sheldon,530 Hart Senate Office Building,http://www.whitehouse.senate.gov/rss/feeds/?type=all&amp;cachebuster=1,
W000802,01823,S316,412247,N00027533,2572,S6RI00221,92235,Sheldon Whitehouse,,Sheldon Whitehouse,728,40704,Q652066,kg:/m/07qw94,13372,Sheldon,,Whitehouse,,,Sheldon Whitehouse,1955-10-20,M,sen,2019-01-03,2025-01-03,RI,,1,Democrat,,junior,https://www.whitehouse.senate.gov,530 Hart Senate Office Building Washington DC 20510,202-224-2921,,https://www.whitehouse.senate.gov/contact/email-sheldon,530 Hart Senate Office Building,http://www.whitehouse.senate.gov/rss/feeds/?type=all&amp;cachebuster=1,
W000802,01823,S316,412247,N00027533,2572,S6RI00221,92235,Sheldon Whitehouse,,Sheldon Whitehouse,728,40704,Q652066,kg:/m/07qw94,13372,Sheldon,,Whitehouse,,,Sheldon Whitehouse,1955-10-20,M,sen,2025-01-03,2031-01-03,RI,,1,Democrat,,junior,https://www.whitehouse.senate.gov,530 Hart Senate Office Building Washington DC 20510,202-224-2921,,https://www.whitehouse.senate.gov/contact/email-sheldon,530 Hart Senate Office Building,http://www.whitehouse.senate.gov/rss/feeds/?type=all&amp;cachebuster=1,
B001261,01881,S317,412251,N00006236,52662,S6WY00068,1024777,John Barrasso,,John Barrasso,732,40707,Q720521,kg:/m/02rsm32,13410,John,A.,Barrasso,,,John Barrasso,1952-07-21,M,sen,2007-06-25,2013-01-03,WY,,1,Republican,,,http://barrasso.senate.gov,307 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-6441,202-224-1724,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=ContactUs.ContactForm,307 Dirksen Senate Office Building,,appointment
B001261,01881,S317,412251,N00006236,52662,S6WY00068,1024777,John Barrasso,,John Barrasso,732,40707,Q720521,kg:/m/02rsm32,13410,John,A.,Barrasso,,,John Barrasso,1952-07-21,M,sen,2013-01-03,2019-01-03,WY,,1,Republican,,junior,https://www.barrasso.senate.gov,307 Dirksen Senate Office Building Washington DC 20510,202-224-6441,202-224-1724,https://www.barrasso.senate.gov/public/index.cfm/contact-form,307 Dirksen Senate Office Building,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=Rss.Feed,
B001261,01881,S317,412251,N00006236,52662,S6WY00068,1024777,John Barrasso,,John Barrasso,732,40707,Q720521,kg:/m/02rsm32,13410,John,A.,Barrasso,,,John Barrasso,1952-07-21,M,sen,2019-01-03,2025-01-03,WY,,1,Republican,,senior,https://www.barrasso.senate.gov,307 Dirksen Senate Office Building Washington DC 20510,202-224-6441,,https://www.barrasso.senate.gov/public/index.cfm/contact-form,307 Dirksen Senate Office Building,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=Rss.Feed,
B001261,01881,S317,412251,N00006236,52662,S6WY00068,1024777,John Barrasso,,John Barrasso,732,40707,Q720521,kg:/m/02rsm32,13410,John,A.,Barrasso,,,John Barrasso,1952-07-21,M,sen,2025-01-03,2031-01-03,WY,,1,Republican,,senior,https://www.barrasso.senate.gov,307 Dirksen Senate Office Building Washington DC 20510,202-224-6441,,https://www.barrasso.senate.gov/public/index.cfm/contact-form,307 Dirksen Senate Office Building,http://www.barrasso.senate.gov/public/index.cfm?FuseAction=Rss.Feed,
W000437,01226,S318,400432,N00003280,21926,H4MS01078;S8MS00196,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,F.,Wicker,,,Roger F. Wicker,1951-07-05,M,rep,1995-01-04,1997-01-03,MS,1,,Republican,,,,,,,,,,
W000437,01226,S318,400432,N00003280,21926,H4MS01078;S8MS00196,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,F.,Wicker,,,Roger F. Wicker,1951-07-05,M,rep,1997-01-07,1999-01-03,MS,1,,Republican,,,,,,,,,,
W000437,01226,S318,400432,N00003280,21926,H4MS01078;S8MS00196,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,F.,Wicker,,,Roger F. Wicker,1951-07-05,M,rep,1999-01-06,2001-01-03,MS,1,,Republican,,,,,,,,,,
W000437,01226,S318,400432,N00003280,21926,H4MS01078;S8MS00196,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,F.,Wicker,,,Roger F. Wicker,1951-07-05,M,rep,2001-01-03,2003-01-03,MS,1,,Republican,,,,,,,,,,
W000437,01226,S318,400432,N00003280,21926,H4MS01078;S8MS00196,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,F.,Wicker,,,Roger F. Wicker,1951-07-05,M,rep,2003-01-07,2005-01-03,MS,1,,Republican,,,http://www.house.gov/wicker,,,,,,,
W000437,01226,S318,400432,N00003280,21926,H4MS01078;S8MS00196,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,F.,Wicker,,,Roger F. Wicker,1951-07-05,M,rep,2005-01-04,2007-01-03,MS,1,,Republican,,,http://www.house.gov/wicker,,,,,,,
W000437,01226,S318,400432,N00003280,21926,H4MS01078;S8MS00196,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,F.,Wicker,,,Roger F. Wicker,1951-07-05,M,rep,2007-01-04,2007-12-31,MS,1,,Republican,,,http://www.house.gov/wicker,,,,,,,
W000437,01226,S318,400432,N00003280,21926,H4MS01078;S8MS00196,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,F.,Wicker,,,Roger F. Wicker,1951-07-05,M,sen,2007-12-31,2013-01-03,MS,,1,Republican,,,http://wicker.senate.gov,555 DIRKSEN SENATE OFFICE BUILDING WASHINGTON DC 20510,202-224-6253,202-228-0378,http://www.wicker.senate.gov/public/index.cfm?FuseAction=Contact.EMailSenatorWicker,555 Dirksen Senate Office Building,,appointment
W000437,01226,S318,400432,N00003280,21926,H4MS01078;S8MS00196,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,F.,Wicker,,,Roger F. Wicker,1951-07-05,M,sen,2013-01-03,2019-01-03,MS,,1,Republican,,senior,https://www.wicker.senate.gov,555 Dirksen Senate Office Building Washington DC 20510,202-224-6253,202-228-0378,https://www.wicker.senate.gov/public/index.cfm/contact,555 Dirksen Senate Office Building,,
W000437,01226,S318,400432,N00003280,21926,H4MS01078;S8MS00196,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,F.,Wicker,,,Roger F. Wicker,1951-07-05,M,sen,2019-01-03,2025-01-03,MS,,1,Republican,,senior,https://www.wicker.senate.gov,425 Russell Senate Office Building Washington DC 20510,202-224-6253,,https://www.wicker.senate.gov/public/index.cfm/contact,425 Russell Senate Office Building,,
W000437,01226,S318,400432,N00003280,21926,H4MS01078;S8MS00196,18203,Roger Wicker,23734,Roger Wicker,517,29534,Q390491,kg:/m/025xxb,13373,Roger,F.,Wicker,,,Roger F. Wicker,1951-07-05,M,sen,2025-01-03,2031-01-03,MS,,1,Republican,,senior,https://www.wicker.senate.gov,425 Russell Senate Office Building Washington DC 20510,202-224-6253,,https://www.wicker.senate.gov/public/index.cfm/contact,425 Russell Senate Office Building,,
C001035,01541,S252,300025,N00000491,379,S6ME00159,45738,Susan Collins,11742,Susan Collins,551,49703,Q22279,kg:/m/020y8m,13395,Susan,M.,Collins,,,Susan M. Collins,1952-12-07,F,sen,1997-01-07,2003-01-03,ME,,2,Republican,,,,,,,,,,
C001035,01541,S252,300025,N00000491,379,S6ME00159,45738,Susan Collins,11742,Susan Collins,551,49703,Q22279,kg:/m/020y8m,13395,Susan,M.,Collins,,,Susan M. Collins,1952-12-07,F,sen,2003-01-07,2009-01-03,ME,,2,Republican,,,http://collins.senate.gov,,,,,,,
C001035,01541,S252,300025,N00000491,379,S6ME00159,45738,Susan Collins,11742,Susan Collins,551,49703,Q22279,kg:/m/020y8m,13395,Susan,M.,Collins,,,Susan M. Collins,1952-12-07,F,sen,2009-01-06,2015-01-03,ME,,2,Republican,,senior,http://www.collins.senate.gov,413 Dirksen Senate Office Building Washington DC 20510,202-224-2523,202-224-2693,http://www.collins.senate.gov/public/index.cfm/email,413 Dirksen Senate Office Building,http://www.collins.senate.gov/public/?a=rss.feed,
C001035,01541,S252,300025,N00000491,379,S6ME00159,45738,Susan Collins,11742,Susan Collins,551,49703,Q22279,kg:/m/020y8m,13395,Susan,M.,Collins,,,Susan M. Collins,1952-12-07,F,sen,2015-01-06,2021-01-03,ME,,2,Republican,,senior,https://www.collins.senate.gov,413 Dirksen Senate Office Building Washington DC 20510,202-224-2523,202-224-2693,http://www.collins.senate.gov/contact,413 Dirksen Senate Office Building,http://www.collins.senate.gov/public/?a=rss.feed,
C001035,01541,S252,300025,N00000491,379,S6ME00159,45738,Susan Collins,11742,Susan Collins,551,49703,Q22279,kg:/m/020y8m,13395,Susan,M.,Collins,,,Susan M. Collins,1952-12-07,F,sen,2021-01-03,2027-01-03,ME,,2,Republican,,senior,https://www.collins.senate.gov,413 Dirksen Senate Office Building Washington DC 20510,202-224-2523,,https://www.collins.senate.gov/contact,413 Dirksen Senate Office Building,http://www.collins.senate.gov/public/?a=rss.feed,
C001056,01692,S287,300027,N00024852,15375,S2TX00106,93131,John Cornyn,,John Cornyn,553,40305,Q719568,kg:/m/01xcqs,13403,John,,Cornyn,,,John Cornyn,1952-02-02,M,sen,2002-11-30,2003-01-03,TX,,2,Republican,,,,,,,,,,
C001056,01692,S287,300027,N00024852,15375,S2TX00106,93131,John Cornyn,,John Cornyn,553,40305,Q719568,kg:/m/01xcqs,13403,John,,Cornyn,,,John Cornyn,1952-02-02,M,sen,2003-01-07,2009-01-03,TX,,2,Republican,,,http://cornyn.senate.gov/,,,,,,,
C001056,01692,S287,300027,N00024852,15375,S2TX00106,93131,John Cornyn,,John Cornyn,553,40305,Q719568,kg:/m/01xcqs,13403,John,,Cornyn,,,John Cornyn,1952-02-02,M,sen,2009-01-06,2015-01-03,TX,,2,Republican,,senior,http://www.cornyn.senate.gov,517 Hart Senate Office Building Washington DC 20510,202-224-2934,202-228-2856,http://www.cornyn.senate.gov/public/index.cfm?p=ContactForm,517 Hart Senate Office Building,http://www.cornyn.senate.gov/public/?a=rss.feed,
C001056,01692,S287,300027,N00024852,15375,S2TX00106,93131,John Cornyn,,John Cornyn,553,40305,Q719568,kg:/m/01xcqs,13403,John,,Cornyn,,,John Cornyn,1952-02-02,M,sen,2015-01-06,2021-01-03,TX,,2,Republican,,senior,https://www.cornyn.senate.gov,517 Hart Senate Office Building Washington DC 20510,202-224-2934,202-228-2856,https://www.cornyn.senate.gov/contact,517 Hart Senate Office Building,http://www.cornyn.senate.gov/public/?a=rss.feed,
C001056,01692,S287,300027,N00024852,15375,S2TX00106,93131,John Cornyn,,John Cornyn,553,40305,Q719568,kg:/m/01xcqs,13403,John,,Cornyn,,,John Cornyn,1952-02-02,M,sen,2021-01-03,2027-01-03,TX,,2,Republican,,senior,https://www.cornyn.senate.gov,517 Hart Senate Office Building Washington DC 20510,202-224-2934,,https://www.cornyn.senate.gov/contact,517 Hart Senate Office Building,http://www.cornyn.senate.gov/public/?a=rss.feed,
D000563,00326,S253,300038,N00004981,26847,S6IL00151;H2IL20026,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,,Richard,J.,Durbin,,,Richard J. Durbin,1944-11-21,M,rep,1983-01-03,1985-01-03,IL,20,,Democrat,,,,,,,,,,
D000563,00326,S253,300038,N00004981,26847,S6IL00151;H2IL20026,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,,Richard,J.,Durbin,,,Richard J. Durbin,1944-11-21,M,rep,1985-01-03,1987-01-03,IL,20,,Democrat,,,,,,,,,,
D000563,00326,S253,300038,N00004981,26847,S6IL00151;H2IL20026,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,,Richard,J.,Durbin,,,Richard J. Durbin,1944-11-21,M,rep,1987-01-06,1989-01-03,IL,20,,Democrat,,,,,,,,,,
D000563,00326,S253,300038,N00004981,26847,S6IL00151;H2IL20026,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,,Richard,J.,Durbin,,,Richard J. Durbin,1944-11-21,M,rep,1989-01-03,1991-01-03,IL,20,,Democrat,,,,,,,,,,
D000563,00326,S253,300038,N00004981,26847,S6IL00151;H2IL20026,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,,Richard,J.,Durbin,,,Richard J. Durbin,1944-11-21,M,rep,1991-01-03,1993-01-03,IL,20,,Democrat,,,,,,,,,,
D000563,00326,S253,300038,N00004981,26847,S6IL00151;H2IL20026,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,,Richard,J.,Durbin,,,Richard J. Durbin,1944-11-21,M,rep,1993-01-05,1995-01-03,IL,20,,Democrat,,,,,,,,,,
D000563,00326,S253,300038,N00004981,26847,S6IL00151;H2IL20026,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,,Richard,J.,Durbin,,,Richard J. Durbin,1944-11-21,M,rep,1995-01-04,1997-01-03,IL,20,,Democrat,,,,,,,,,,
D000563,00326,S253,300038,N00004981,26847,S6IL00151;H2IL20026,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,,Richard,J.,Durbin,,,Richard J. Durbin,1944-11-21,M,sen,1997-01-07,2003-01-03,IL,,2,Democrat,,,,,,,,,,
D000563,00326,S253,300038,N00004981,26847,S6IL00151;H2IL20026,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,,Richard,J.,Durbin,,,Richard J. Durbin,1944-11-21,M,sen,2003-01-07,2009-01-03,IL,,2,Democrat,,,http://durbin.senate.gov,,,,,,,
D000563,00326,S253,300038,N00004981,26847,S6IL00151;H2IL20026,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,,Richard,J.,Durbin,,,Richard J. Durbin,1944-11-21,M,sen,2009-01-06,2015-01-03,IL,,2,Democrat,,senior,http://www.durbin.senate.gov,711 Hart Senate Office Building Washington DC 20510,202-224-2152,202-228-0400,http://www.durbin.senate.gov/public/index.cfm/contact,711 Hart Senate Office Building,http://durbin.senate.gov/public/index.cfm/rss/feed,
D000563,00326,S253,300038,N00004981,26847,S6IL00151;H2IL20026,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,,Richard,J.,Durbin,,,Richard J. Durbin,1944-11-21,M,sen,2015-01-06,2021-01-03,IL,,2,Democrat,,senior,https://www.durbin.senate.gov,711 Hart Senate Office Building Washington DC 20510,202-224-2152,202-228-0400,https://www.durbin.senate.gov/contact/,711 Hart Senate Office Building,http://durbin.senate.gov/public/index.cfm/rss/feed,
D000563,00326,S253,300038,N00004981,26847,S6IL00151;H2IL20026,6741,Dick Durbin,12527,Dick Durbin,563,15021,Q434804,kg:/m/01xcd1,,Richard,J.,Durbin,,,Richard J. Durbin,1944-11-21,M,sen,2021-01-03,2027-01-03,IL,,2,Democrat,,senior,https://www.durbin.senate.gov,711 Hart Senate Office Building Washington DC 20510,202-224-2152,,https://www.durbin.senate.gov/contact/,711 Hart Senate Office Building,http://durbin.senate.gov/public/index.cfm/rss/feed,
G000359,00452,S293,300047,N00009975,21992,S0SC00149;H4SC03087,36782,Lindsey Graham,14015,Lindsey Graham,569,29566,Q22212,kg:/m/01_pdg,13440,Lindsey,O.,Graham,,,Lindsey Graham,1955-07-09,M,rep,1995-01-04,1997-01-03,SC,3,,Republican,,,,,,,,,,
G000359,00452,S293,300047,N00009975,21992,S0SC00149;H4SC03087,36782,Lindsey Graham,14015,Lindsey Graham,569,29566,Q22212,kg:/m/01_pdg,13440,Lindsey,O.,Graham,,,Lindsey Graham,1955-07-09,M,rep,1997-01-07,1999-01-03,SC,3,,Republican,,,,,,,,,,
G000359,00452,S293,300047,N00009975,21992,S0SC00149;H4SC03087,36782,Lindsey Graham,14015,Lindsey Graham,569,29566,Q22212,kg:/m/01_pdg,13440,Lindsey,O.,Graham,,,Lindsey Graham,1955-07-09,M,rep,1999-01-06,2001-01-03,SC,3,,Republican,,,,,,,,,,
G000359,00452,S293,300047,N00009975,21992,S0SC00149;H4SC03087,36782,Lindsey Graham,14015,Lindsey Graham,569,29566,Q22212,kg:/m/01_pdg,13440,Lindsey,O.,Graham,,,Lindsey Graham,1955-07-09,M,rep,2001-01-03,2003-01-03,SC,3,,Republican,,,,,,,,,,
